yPlus,Re395-18-U,Re395-18-NLTxx,Re395-18-Cxx,Re395-18-Cxy,Re395-18-urms-yPlus,Re395-18-urms,Re395-18-vrms-yPlus,Re395-18-vrms,Re395-18-wrms-yPlus,Re395-18-wrms,Re395-18-uv-yPlus,Re395-18-uv,Re395-37-U,Re395-37-urms-yPlus,Re395-37-urms,Re395-37-vrms-yPlus,Re395-37-vrms,Re395-37-wrms-yPlus,Re395-37-wrms,Re395-37-uv-yPlus,Re395-37-uv,Re395-48-U,Re395-48-urms-yPlus,Re395-48-urms,Re395-48-vrms-yPlus,Re395-48-vrms,Re395-48-wrms-yPlus,Re395-48-wrms,Re395-48-uv-yPlus,Re395-48-uv,Re180-19-yPlus,Re180-19-U,Re180-39-yPlus,Re180-39-U,Re180-54-yPlus,Re180-54-U,Re590-39-yPlus,Re590-39-U,Re1000-30-yPlus,Re1000-30-U
261.93,21.515,0.1539,6.0063,0.59473,,,,,,,,,25.181,,,,,,,,,29.61,,,,,,,,,,,,,97.3576207148515,25.5697322970639,,,34.7521620506551,16.7387612214481
271.1,21.624,0.1363,5.4513,0.53861,,,,,,,,,25.301,,,,,,,,,29.76,,,,,,,,,,,,,111.795166993551,26.0519508557073,,,37.9372937037512,17.1172576340508
280.34,21.729,0.1218,4.9565,0.48843,,,,,,,,,25.416,,,,,,,,,29.904,,,,,,,,,,,,,119.797999986692,26.2670945203329,,,41.4176652527949,17.4780318065985
289.65,21.829,0.108,4.5182,0.44191,,,,,,,,,25.526,,,,,,,,,30.04,,,,,,,,,,,,,137.563318779447,26.6250490657874,,,45.2407047503645,17.8279309682034
299.02,21.924,0.0955,4.1325,0.39792,,,,,,,,,25.629,,,,,,,,,30.17,,,,,,,,,,,,,157.963126894589,26.8735770921652,,,49.3665198652269,18.1616039230047
308.46,22.014,0.0845,3.7964,0.35545,,,,,,,,,25.726,,,,,,,,,30.292,,,,,,,,,,,,,175.776321882274,26.9570379965458,,,54.0807104271477,18.4768066211253
317.94,22.097,0.0754,3.5058,0.3139,,,,,,,,,25.816,,,,,,,,,30.405,,,,,,,,,,,,,,,,,59.1040902610745,18.7844140735081
327.47,22.173,0.0678,3.2554,0.27226,,,,,,,,,25.898,,,,,,,,,30.507,,,,,,,,,,,,,,,,,64.66766880757,19.0554920106755
337.04,22.24,0.0614,3.0421,0.23079,,,,,,,,,25.972,,,,,,,,,30.597,,,,,,,,,,,,,,,,,70.7651271378055,19.3312717666331
346.65,22.299,0.0564,2.8645,0.19032,,,,,,,,,26.036,,,,,,,,,30.675,,,,,,,,,,,,,,,,,77.5509749196119,19.6009029903266
356.28,22.347,0.0522,2.7214,0.15127,,,,,,,,,26.091,,,,,,,,,30.74,,,,,,,,,,,,,,,,,84.8379556418528,19.8606949184052
365.94,22.386,0.0486,2.612,0.11361,,,,,,,,,26.135,,,,,,,,,30.792,,,,,,,,,,,,,,,,,92.9641178691289,20.1108201700902
375.62,22.414,0.046,2.5339,0.076175,,,,,,,,,26.168,,,,,,,,,30.829,,,,,,,,,,,,,,,,,101.72471826039,20.3376418268977
385.31,22.431,0.0445,2.487,0.038209,,,,,,,,,26.188,,,,,,,,,30.852,,,,,,,,,,,,,,,,,111.443293275033,20.573094444771
395,22.437,0.044,2.4718,0,,,,,,,,,26.194,,,,,,,,,30.859,,,,,,,,,,,,,,,,,122.131049886653,20.8237375541199
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.608556010893,21.0597080296571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.40795526793,21.2860118288006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.641646189833,21.5225001620018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.737199897823,21.7703813638097
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.149840542877,22.0585075040726
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.170224824106,22.3579771931649
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.666329045323,22.5961917185792
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.814220573768,22.8463169702641
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.074748973925,23.1043827061296
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.85813731722,23.3624484419951
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.805720410651,23.6244844199508
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.574869567194,23.8865203979065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.023849286913,24.1564968600427
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.661680844352,24.4304435642691
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.300980392316,24.7043902684955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.211149484216,24.9859322184598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.094441681459,25.2403729506776
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.834711488597,25.514319654904
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.704817202099,25.7568496608512
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.178650410032,25.9890471734082
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.718564107574,26.181320326064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.903038249364,26.2885168625004
